domain,C1,C1_values,C1_cntbl,C1_sense,C1_detailed,C2,C2_values,C2_cntbl,C2_sense,C2_detailed,E,E_values,E_cntbl,E_sense,E_detailed,cntbl_cond,task,query_node,observation,query,graph,prompt,prompt_category,id
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,c,C2=1,"E=1, C1=0","p(C2=1|E=1, C1=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  low Y, strong D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,426
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,d,C1=1,C2=1,p(C1=1|C2=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,427
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,d,C2=1,C1=1,p(C2=1|C1=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,428
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,e,C1=1,C2=0,p(C1=1|C2=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,429
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,e,C2=1,C1=0,p(C2=1|C1=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  strong D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,430
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,f,C1=1,"E=0, C2=1","p(C1=1|E=0, C2=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y, unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,431
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,f,C2=1,"E=0, C1=1","p(C2=1|E=0, C1=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y, weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,432
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,g,C1=1,E=0,p(C1=1|E=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,433
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,g,C2=1,E=0,p(C2=1|E=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,434
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,h,C1=1,"E=0, C2=0","p(C1=1|E=0, C2=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y, stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,435
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,h,C2=1,"E=0, C1=0","p(C2=1|E=0, C1=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  high Y, strong D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is unstable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,436
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,i,E=1,"C1=0, C2=0","p(E=1|C1=0, C2=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  strong D, stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low Y? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,437
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,j,E=1,"C1=0, C2=1","p(E=1|C1=0, C2=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  strong D, unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low Y? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,438
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,j,E=1,"C2=0, C1=1","p(E=1|C2=0, C1=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  stable X, weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low Y? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,439
dyx_economics,D,1,m,weak,,X,1,p,unstable,,Y,1,m,low,,mpm,k,E=1,"C1=1, C2=1","p(E=1|C1=1, C2=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes low Y. Also, unstable X causes low Y. Now suppose you observe the following:  weak D, unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is low Y? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,440
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,a,C1=1,"E=1, C2=1","p(C1=1|E=1, C2=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y, stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,441
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,a,C2=1,"E=1, C1=1","p(C2=1|E=1, C1=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y, weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,442
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,b,C1=1,E=1,p(C1=1|E=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,443
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,b,C2=1,E=1,p(C2=1|E=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,444
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,c,C1=1,"E=1, C2=0","p(C1=1|E=1, C2=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y, unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,445
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,c,C2=1,"E=1, C1=0","p(C2=1|E=1, C1=0)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  high Y, strong D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,446
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,d,C1=1,C2=1,p(C1=1|C2=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,447
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,d,C2=1,C1=1,p(C2=1|C1=1),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,448
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,e,C1=1,C2=0,p(C1=1|C2=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  unstable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,449
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,e,C2=1,C1=0,p(C2=1|C1=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  strong D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,450
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,f,C1=1,"E=0, C2=1","p(C1=1|E=0, C2=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  low Y, stable X. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,451
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,f,C2=1,"E=0, C1=1","p(C2=1|E=0, C1=1)",collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  low Y, weak D. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is stable X? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,452
dyx_economics,D,1,m,weak,,X,1,m,stable,,Y,1,p,high,,mmp,g,C1=1,E=0,p(C1=1|E=0),collider,"In the following, you will be presented with causal inference tasks based on a causal mechanism consisting of 3 variables that works like this:weak D causes high Y. Also, stable X causes high Y. Now suppose you observe the following:  low Y. Given the observations and the causal mechanism, how likely on a scale from 0 to 100 is weak D? 0 means definitely not likely and 100 means definitely likely. Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> DO NOT use Markdown, code blocks, or any additional formatting. Only replace YOUR_NUMERIC_RESPONSE_HERE with a number between 0 (unlikely) and 100 (very likely), and YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain) and 100 (very certain). DO NOT include any other information or text in your response and DO NOT use any special characters or symbols like quotation marks around your text output. Only return the XML inline as raw text.",numeric-certainty,453
