id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,likelihood-rating,reasoning_type,RW17_label
448,mmp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,137.0,,65.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,119.0,,40.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,112.0,,50.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,40.0,,50.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,13.0,,75.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,13.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,10.0,,85.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,10.0,,65.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,29.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,29.0,,75.0,Conditional Independence,d
67,pmm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,133.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,38.0,,65.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,74.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,74.0,,80.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,88.0,,75.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,88.0,,20.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,121.0,,70.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,121.0,,80.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,10.0,,85.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,10.0,,65.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,29.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,38.0,,50.0,Conditional Independence,d
168,ppp,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,13.0,,50.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,40.0,,50.0,Conditional Independence,d
448,mmp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,107.0,,65.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,82.0,,45.0,Conditional Independence,d
448,mmp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,39.0,,50.0,Conditional Independence,d
447,mmp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,137.0,,65.0,Conditional Independence,d
227,pmm,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
228,pmm,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
447,mmp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,107.0,,65.0,Conditional Independence,d
447,mmp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,63.0,,50.0,Conditional Independence,d
68,pmm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,13.0,,75.0,Conditional Independence,d
67,pmm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
8,ppp,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
7,ppp,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
267,mpm,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
268,mpm,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Conditional Independence,d
448,mmp,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
447,mmp,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,133.0,,50.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,119.0,,40.0,Conditional Independence,d
68,pmm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,112.0,,50.0,Conditional Independence,d
447,mmp,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,39.0,,50.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,94.0,,65.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,82.0,,45.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,100.0,,50.0,Conditional Independence,d
107,mpm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
387,pmm,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
388,pmm,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
167,ppp,weather,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
168,ppp,weather,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
227,pmm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,56.0,,50.0,Conditional Independence,d
128,mmp,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
127,mmp,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
108,mpm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
227,pmm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,56.0,,70.0,Conditional Independence,d
227,pmm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,138.0,,100.0,Conditional Independence,d
228,pmm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,56.0,,50.0,Conditional Independence,d
228,pmm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,56.0,,70.0,Conditional Independence,d
228,pmm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,101.0,,50.0,Conditional Independence,d
228,pmm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,138.0,,100.0,Conditional Independence,d
427,mpm,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
428,mpm,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
128,mmp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,84.0,,70.0,Conditional Independence,d
227,pmm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,101.0,,50.0,Conditional Independence,d
168,ppp,weather,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
127,mmp,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
128,mmp,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
168,ppp,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,97.0,,50.0,Conditional Independence,d
168,ppp,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,45.0,,50.0,Conditional Independence,d
168,ppp,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,22.0,,50.0,Conditional Independence,d
168,ppp,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,4.0,,50.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,109.0,,30.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,97.0,,75.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,97.0,,50.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,45.0,,50.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,22.0,,50.0,Conditional Independence,d
167,ppp,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,4.0,,50.0,Conditional Independence,d
328,ppp,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
327,ppp,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
288,mmp,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
287,mmp,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
268,mpm,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
267,mpm,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
167,ppp,weather,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
228,pmm,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
227,pmm,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
128,mmp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,84.0,,65.0,Conditional Independence,d
128,mmp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,46.0,,50.0,Conditional Independence,d
128,mmp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,21.0,,15.0,Conditional Independence,d
128,mmp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,21.0,,10.0,Conditional Independence,d
7,ppp,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
8,ppp,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
68,pmm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Conditional Independence,d
68,pmm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
108,mpm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
107,mpm,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
107,mpm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
108,mpm,economy,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,136.0,,80.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,136.0,,65.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,100.0,,50.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,94.0,,60.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,94.0,,65.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,29.0,,75.0,Conditional Independence,d
108,mpm,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,82.0,,50.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,136.0,,80.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,136.0,,65.0,Conditional Independence,d
107,mpm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
107,mpm,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,94.0,,60.0,Conditional Independence,d
108,mpm,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
227,pmm,weather,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
127,mmp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,84.0,,70.0,Conditional Independence,d
127,mmp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,84.0,,65.0,Conditional Independence,d
127,mmp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,46.0,,50.0,Conditional Independence,d
127,mmp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,21.0,,15.0,Conditional Independence,d
127,mmp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,21.0,,10.0,Conditional Independence,d
168,ppp,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
167,ppp,weather,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
128,mmp,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
127,mmp,economy,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
68,pmm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
67,pmm,economy,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
267,mpm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,53.0,,75.0,Conditional Independence,d
267,mpm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,118.0,,65.0,Conditional Independence,d
267,mpm,weather,IV,p(X=1|Y=1),humans,numeric-only,collider,118.0,,75.0,Conditional Independence,d
268,mpm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,53.0,,75.0,Conditional Independence,d
268,mpm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,118.0,,65.0,Conditional Independence,d
447,mmp,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,Conditional Independence,d
448,mmp,sociology,IV,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
268,mpm,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,118.0,,75.0,Conditional Independence,d
228,pmm,weather,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,38.0,,65.0,Conditional Independence,d
168,ppp,weather,IV,p(Y=1|X=1),humans,numeric-only,collider,109.0,,30.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,74.0,,50.0,Conditional Independence,d
327,ppp,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
328,ppp,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
388,pmm,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,1.0,,20.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,1.0,,15.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,28.0,,50.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,108.0,,15.0,Conditional Independence,d
387,pmm,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,58.0,,55.0,Conditional Independence,d
328,ppp,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Conditional Independence,d
327,ppp,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,108.0,,25.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,141.0,,30.0,Conditional Independence,d
387,pmm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,141.0,,40.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,1.0,,20.0,Conditional Independence,d
448,mmp,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
447,mmp,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,1.0,,15.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,28.0,,50.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,108.0,,15.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,108.0,,25.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,141.0,,30.0,Conditional Independence,d
388,pmm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,141.0,,40.0,Conditional Independence,d
387,pmm,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
447,mmp,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Conditional Independence,d
388,pmm,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
428,mpm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,99.0,,50.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,58.0,,65.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,25.0,,70.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,25.0,,50.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,0.0,,55.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,0.0,,65.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,69.0,,50.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,58.0,,55.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,58.0,,65.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,25.0,,70.0,Conditional Independence,d
7,ppp,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,25.0,,50.0,Conditional Independence,d
427,mpm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,71.0,,50.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,0.0,,55.0,Conditional Independence,d
7,ppp,economy,IV,p(X=1|Y=1),humans,numeric-only,collider,0.0,,65.0,Conditional Independence,d
428,mpm,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,80.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,38.0,,50.0,Conditional Independence,d
287,mmp,weather,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
288,mmp,weather,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
428,mpm,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
427,mpm,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,Conditional Independence,d
427,mpm,sociology,IV,p(X=1|Y=1),humans,numeric-only,collider,99.0,,50.0,Conditional Independence,d
427,mpm,sociology,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
428,mpm,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,71.0,,50.0,Conditional Independence,d
8,ppp,economy,IV,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
448,mmp,sociology,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
8,ppp,economy,IV,p(Y=1|X=1),humans,numeric-only,collider,69.0,,50.0,Conditional Independence,d
388,pmm,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
428,mpm,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
327,ppp,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
328,ppp,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
288,mmp,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,d
287,mmp,weather,IV,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,d
387,pmm,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
427,mpm,sociology,IV,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,74.0,,80.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,88.0,,75.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,88.0,,20.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,121.0,,80.0,Conditional Independence,d
328,ppp,sociology,IV,p(Y=1|X=1),humans,numeric-only,collider,121.0,,70.0,Conditional Independence,d
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,45.0,,50.0,Conditional Independence,e
390,pmm,sociology,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
170,ppp,weather,V,p(Y=1|X=0),humans,numeric-only,collider,4.0,,50.0,Conditional Independence,e
70,pmm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,22.0,,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,100.0,Conditional Independence,e
110,mpm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,97.0,,50.0,Conditional Independence,e
9,ppp,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,e
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,109.0,,50.0,Conditional Independence,e
129,mmp,economy,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
229,pmm,weather,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
230,pmm,weather,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,4.0,,40.0,Conditional Independence,e
389,pmm,sociology,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
170,ppp,weather,V,p(Y=1|X=0),humans,numeric-only,collider,4.0,,40.0,Conditional Independence,e
170,ppp,weather,V,p(Y=1|X=0),humans,numeric-only,collider,22.0,,50.0,Conditional Independence,e
270,mpm,weather,V,p(Y=1|X=0),humans,numeric-only,collider,118.0,,35.0,Conditional Independence,e
270,mpm,weather,V,p(Y=1|X=0),humans,numeric-only,collider,53.0,,30.0,Conditional Independence,e
269,mpm,weather,V,p(X=1|Y=0),humans,numeric-only,collider,118.0,,25.0,Conditional Independence,e
269,mpm,weather,V,p(X=1|Y=0),humans,numeric-only,collider,118.0,,35.0,Conditional Independence,e
269,mpm,weather,V,p(X=1|Y=0),humans,numeric-only,collider,53.0,,30.0,Conditional Independence,e
170,ppp,weather,V,p(Y=1|X=0),humans,numeric-only,collider,45.0,,50.0,Conditional Independence,e
270,mpm,weather,V,p(Y=1|X=0),humans,numeric-only,collider,118.0,,25.0,Conditional Independence,e
429,mpm,sociology,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
109,mpm,economy,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
290,mmp,weather,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,141.0,,35.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,141.0,,60.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,108.0,,50.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,108.0,,55.0,Conditional Independence,e
390,pmm,sociology,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
389,pmm,sociology,V,,gpt-4o,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
109,mpm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,82.0,,50.0,Conditional Independence,e
109,mpm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,94.0,,20.0,Conditional Independence,e
109,mpm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,94.0,,35.0,Conditional Independence,e
109,mpm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,100.0,,50.0,Conditional Independence,e
109,mpm,economy,V,p(X=1|Y=0),humans,numeric-only,collider,136.0,,50.0,Conditional Independence,e
110,mpm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,82.0,,50.0,Conditional Independence,e
110,mpm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,94.0,,20.0,Conditional Independence,e
110,mpm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,94.0,,35.0,Conditional Independence,e
110,mpm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,100.0,,50.0,Conditional Independence,e
110,mpm,economy,V,p(Y=1|X=0),humans,numeric-only,collider,136.0,,50.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,28.0,,35.0,Conditional Independence,e
110,mpm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,Conditional Independence,e
390,pmm,sociology,V,p(Y=1|X=0),humans,numeric-only,collider,28.0,,30.0,Conditional Independence,e
450,mmp,sociology,V,,gemini-1.5-pro,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
169,ppp,weather,V,p(X=1|Y=0),humans,numeric-only,collider,4.0,,50.0,Conditional Independence,e
289,mmp,weather,V,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,Conditional Independence,e
