id,cntbl_cond,domain,task,subject,prompt_category,graph,temperature,response,reasoning_type,label,X,X_values,X_cntbl,X_sense,Y,Y_values,Y_cntbl,Y_sense,Z,Z_values,Z_cntbl,Z_sense,query_node,observation
67,pmm,economy,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,Y=1
67,pmm,economy,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,90.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,Y=1
68,pmm,economy,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,100.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
107,mpm,economy,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
107,mpm,economy,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,75.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
108,mpm,economy,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,100.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,80.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,60.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
108,mpm,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
107,mpm,economy,IV,humans,single_numeric_response,collider,,80.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
107,mpm,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
107,mpm,economy,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
107,mpm,economy,IV,humans,single_numeric_response,collider,,60.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=1
108,mpm,economy,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=1
227,pmm,weather,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,X=1,Y=1
127,mmp,economy,IV,humans,single_numeric_response,collider,,70.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
127,mmp,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
127,mmp,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
127,mmp,economy,IV,humans,single_numeric_response,collider,,15.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
127,mmp,economy,IV,humans,single_numeric_response,collider,,10.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
168,ppp,weather,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=1
167,ppp,weather,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=1
128,mmp,economy,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,Y=1,X=1
127,mmp,economy,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=1
68,pmm,economy,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,Y=1,X=1
67,pmm,economy,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,Y=1
267,mpm,weather,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=1
267,mpm,weather,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=1
267,mpm,weather,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=1
268,mpm,weather,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=1
268,mpm,weather,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=1
447,mmp,sociology,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,0.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,X=1,Y=1
448,mmp,sociology,IV,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,Y=1,X=1
268,mpm,weather,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=1
228,pmm,weather,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
168,ppp,weather,IV,humans,single_numeric_response,collider,,30.0,Conditional Independence,d,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
327,ppp,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,Y=1
328,ppp,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
388,pmm,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,75.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,20.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,15.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,15.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,80.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,55.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
328,ppp,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,80.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
327,ppp,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,80.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,25.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,30.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
387,pmm,sociology,IV,humans,single_numeric_response,collider,,40.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,20.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
448,mmp,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,Y=1,X=1
447,mmp,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,X=1,Y=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,15.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,15.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,25.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,30.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
388,pmm,sociology,IV,humans,single_numeric_response,collider,,40.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
387,pmm,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
447,mmp,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,80.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,X=1,Y=1
388,pmm,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
428,mpm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,70.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,55.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,55.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,70.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
427,mpm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,55.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
7,ppp,economy,IV,humans,single_numeric_response,collider,,65.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=1
428,mpm,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,80.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
287,mmp,weather,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,Y=1
288,mmp,weather,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,X=1
428,mpm,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,X=1
427,mpm,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,90.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=1
427,mpm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=1
427,mpm,sociology,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=1
428,mpm,sociology,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,X=1
8,ppp,economy,IV,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
448,mmp,sociology,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,75.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,m,high,socio-economic mobility,1,p,high,Y=1,X=1
8,ppp,economy,IV,humans,single_numeric_response,collider,,50.0,Conditional Independence,d,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=1
388,pmm,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=1
428,mpm,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,Y=1,X=1
327,ppp,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,X=1,Y=1
328,ppp,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
288,mmp,weather,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,75.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,X=1
287,mmp,weather,IV,gpt-3.5-turbo,single_numeric_response,collider,0.0,100.0,Conditional Independence,d,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,X=1,Y=1
387,pmm,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=1
427,mpm,sociology,IV,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,d,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,80.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,75.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,20.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,80.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
328,ppp,sociology,IV,humans,single_numeric_response,collider,,70.0,Conditional Independence,d,urbanization,1,p,high,interest in religion,1,p,low,socio-economic mobility,1,p,high,Y=1,X=1
169,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=0
390,pmm,sociology,V,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
109,mpm,economy,V,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
170,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=0
70,pmm,economy,V,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,Y=1,X=0
169,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=0
10,ppp,economy,V,gpt-3.5-turbo,single_numeric_response,collider,0.0,100.0,Conditional Independence,e,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,Y=1,X=0
110,mpm,economy,V,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
69,pmm,economy,V,gemini-1.5-pro,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,p,low,trade deficits,1,m,large,retirement savings,1,m,low,X=1,Y=0
169,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=0
9,ppp,economy,V,gpt-3.5-turbo,single_numeric_response,collider,0.0,75.0,Conditional Independence,e,interest rates,1,p,low,trade deficits,1,p,small,retirement savings,1,p,high,X=1,Y=0
169,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=0
129,mmp,economy,V,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,m,large,retirement savings,1,p,high,X=1,Y=0
229,pmm,weather,V,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,X=1,Y=0
230,pmm,weather,V,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,m,high,humidity,1,m,low,Y=1,X=0
169,ppp,weather,V,humans,single_numeric_response,collider,,40.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,X=1,Y=0
389,pmm,sociology,V,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=0
170,ppp,weather,V,humans,single_numeric_response,collider,,40.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=0
170,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=0
270,mpm,weather,V,humans,single_numeric_response,collider,,35.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=0
270,mpm,weather,V,humans,single_numeric_response,collider,,30.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=0
269,mpm,weather,V,humans,single_numeric_response,collider,,25.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=0
269,mpm,weather,V,humans,single_numeric_response,collider,,35.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=0
269,mpm,weather,V,humans,single_numeric_response,collider,,30.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,X=1,Y=0
170,ppp,weather,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,ozone levels,1,p,high,air pressure,1,p,low,humidity,1,p,high,Y=1,X=0
270,mpm,weather,V,humans,single_numeric_response,collider,,25.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,p,low,humidity,1,m,low,Y=1,X=0
429,mpm,sociology,V,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,urbanization,1,m,low,interest in religion,1,p,low,socio-economic mobility,1,m,low,X=1,Y=0
109,mpm,economy,V,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
290,mmp,weather,V,claude-3-opus,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,ozone levels,1,m,low,air pressure,1,m,high,humidity,1,p,high,Y=1,X=0
390,pmm,sociology,V,humans,single_numeric_response,collider,,35.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
390,pmm,sociology,V,humans,single_numeric_response,collider,,60.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
390,pmm,sociology,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
390,pmm,sociology,V,humans,single_numeric_response,collider,,55.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
390,pmm,sociology,V,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,Y=1,X=0
389,pmm,sociology,V,gpt-4o,single_numeric_response,collider,0.0,50.0,Conditional Independence,e,urbanization,1,p,high,interest in religion,1,m,high,socio-economic mobility,1,m,low,X=1,Y=0
109,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
109,mpm,economy,V,humans,single_numeric_response,collider,,20.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
109,mpm,economy,V,humans,single_numeric_response,collider,,35.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
109,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
109,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,X=1,Y=0
110,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
110,mpm,economy,V,humans,single_numeric_response,collider,,20.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
110,mpm,economy,V,humans,single_numeric_response,collider,,35.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
110,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
110,mpm,economy,V,humans,single_numeric_response,collider,,50.0,Conditional Independence,e,interest rates,1,m,high,trade deficits,1,p,small,retirement savings,1,m,low,Y=1,X=0
