id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,likelihood-rating
63,pmm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,119.0,,75.0
63,pmm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,133.0,,50.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,13.0,,50.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,13.0,,100.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,40.0,,50.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,40.0,,60.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,112.0,,25.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,112.0,,70.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,119.0,,70.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,119.0,,75.0
64,pmm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,133.0,,50.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,13.0,,100.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,40.0,,90.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,40.0,,60.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,112.0,,20.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,112.0,,70.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,119.0,,40.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,119.0,,45.0
65,pmm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,133.0,,85.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,13.0,,100.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,40.0,,90.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,40.0,,60.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,112.0,,20.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,112.0,,70.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,119.0,,40.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,119.0,,45.0
66,pmm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,133.0,,85.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,13.0,,50.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,13.0,,75.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,40.0,,50.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,112.0,,50.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,119.0,,40.0
67,pmm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,133.0,,50.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,13.0,,50.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,13.0,,75.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,40.0,,50.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,112.0,,50.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,119.0,,40.0
68,pmm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,133.0,,50.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,13.0,,25.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,13.0,,50.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,40.0,,30.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,40.0,,25.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,112.0,,50.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,119.0,,40.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,119.0,,0.0
69,pmm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,133.0,,50.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,13.0,,25.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,13.0,,50.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,40.0,,30.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,40.0,,25.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,112.0,,50.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,119.0,,40.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,119.0,,0.0
70,pmm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,133.0,,50.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,13.0,,0.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,40.0,,40.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,40.0,,50.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,112.0,,85.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,112.0,,25.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,119.0,,60.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,119.0,,45.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,133.0,,25.0
71,pmm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,133.0,,15.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,13.0,,0.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,40.0,,40.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,40.0,,50.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,112.0,,85.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,112.0,,25.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,119.0,,60.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,119.0,,45.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,133.0,,25.0
72,pmm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,133.0,,15.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,13.0,,15.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,13.0,,50.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,40.0,,30.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,40.0,,35.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,112.0,,65.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,112.0,,30.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,119.0,,30.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,119.0,,40.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,133.0,,50.0
73,pmm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,133.0,,30.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,13.0,,15.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,13.0,,50.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,40.0,,30.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,40.0,,35.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,112.0,,65.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,112.0,,30.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,119.0,,30.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,119.0,,40.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,133.0,,50.0
74,pmm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,133.0,,30.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,13.0,,0.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,40.0,,10.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,40.0,,35.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,112.0,,30.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,112.0,,50.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,119.0,,20.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,119.0,,40.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,133.0,,30.0
75,pmm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,133.0,,40.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,13.0,,0.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,40.0,,10.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,40.0,,35.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,112.0,,30.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,112.0,,50.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,119.0,,20.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,119.0,,40.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,133.0,,30.0
76,pmm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,133.0,,40.0
77,pmm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,13.0,,50.0
77,pmm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,40.0,,25.0
77,pmm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,112.0,,10.0
77,pmm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,119.0,,40.0
77,pmm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,133.0,,15.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,13.0,,70.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,13.0,,75.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,40.0,,60.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,40.0,,70.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,112.0,,50.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,112.0,,70.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,119.0,,45.0
78,pmm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,133.0,,50.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,13.0,,70.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,13.0,,75.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,40.0,,60.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,40.0,,70.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,112.0,,50.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,112.0,,70.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,119.0,,45.0
79,pmm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,133.0,,50.0
80,pmm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,13.0,,100.0
80,pmm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,40.0,,50.0
80,pmm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,112.0,,80.0
80,pmm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,119.0,,75.0
80,pmm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,133.0,,90.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,82.0,,90.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,82.0,,50.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,94.0,,70.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,94.0,,60.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,100.0,,90.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,100.0,,60.0
101,mpm,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,136.0,,80.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,82.0,,90.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,82.0,,50.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,94.0,,70.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,94.0,,60.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,100.0,,90.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,100.0,,60.0
102,mpm,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,136.0,,80.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,82.0,,85.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,82.0,,95.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,94.0,,30.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,94.0,,25.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,100.0,,70.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,100.0,,80.0
103,mpm,economy,b,p(X=1|Z=1),humans,numeric-only,collider,136.0,,85.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,82.0,,85.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,82.0,,95.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,94.0,,30.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,94.0,,25.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,100.0,,70.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,100.0,,80.0
104,mpm,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,136.0,,85.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,82.0,,100.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,82.0,,95.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,94.0,,30.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,94.0,,75.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,100.0,,90.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,100.0,,85.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,136.0,,85.0
105,mpm,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,136.0,,90.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,82.0,,100.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,82.0,,95.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,94.0,,30.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,94.0,,75.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,100.0,,90.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,100.0,,85.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,136.0,,85.0
106,mpm,economy,c,"p(Y=1|Z=1, X=0)",humans,numeric-only,collider,136.0,,90.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,82.0,,50.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,82.0,,45.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,94.0,,65.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,94.0,,60.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,100.0,,50.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,136.0,,65.0
107,mpm,economy,d,p(X=1|Y=1),humans,numeric-only,collider,136.0,,80.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,82.0,,50.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,82.0,,45.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,94.0,,65.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,94.0,,60.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,100.0,,50.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,136.0,,65.0
108,mpm,economy,d,p(Y=1|X=1),humans,numeric-only,collider,136.0,,80.0
109,mpm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,82.0,,50.0
109,mpm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,94.0,,20.0
109,mpm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,94.0,,35.0
109,mpm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,100.0,,50.0
109,mpm,economy,e,p(X=1|Y=0),humans,numeric-only,collider,136.0,,50.0
110,mpm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,82.0,,50.0
110,mpm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,94.0,,20.0
110,mpm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,94.0,,35.0
110,mpm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,100.0,,50.0
110,mpm,economy,e,p(Y=1|X=0),humans,numeric-only,collider,136.0,,50.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,82.0,,5.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,82.0,,10.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,94.0,,20.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,94.0,,30.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,100.0,,60.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,100.0,,65.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,136.0,,75.0
111,mpm,economy,f,"p(X=1|Z=0, Y=1)",humans,numeric-only,collider,136.0,,5.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,82.0,,5.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,82.0,,10.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,94.0,,20.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,94.0,,30.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,100.0,,60.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,100.0,,65.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,136.0,,75.0
112,mpm,economy,f,"p(Y=1|Z=0, X=1)",humans,numeric-only,collider,136.0,,5.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,82.0,,25.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,82.0,,15.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,94.0,,35.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,94.0,,25.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,100.0,,15.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,100.0,,40.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,136.0,,15.0
113,mpm,economy,g,p(X=1|Z=0),humans,numeric-only,collider,136.0,,35.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,82.0,,25.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,82.0,,15.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,94.0,,35.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,94.0,,25.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,100.0,,15.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,100.0,,40.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,136.0,,15.0
114,mpm,economy,g,p(Y=1|Z=0),humans,numeric-only,collider,136.0,,35.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,82.0,,15.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,82.0,,20.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,94.0,,25.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,94.0,,30.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,100.0,,5.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,100.0,,15.0
115,mpm,economy,h,"p(X=1|Z=0, Y=0)",humans,numeric-only,collider,136.0,,5.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,82.0,,15.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,82.0,,20.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,94.0,,25.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,94.0,,30.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,100.0,,5.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,100.0,,15.0
116,mpm,economy,h,"p(Y=1|Z=0, X=0)",humans,numeric-only,collider,136.0,,5.0
117,mpm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,82.0,,20.0
117,mpm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,94.0,,35.0
117,mpm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,100.0,,15.0
117,mpm,economy,i,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,136.0,,10.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,82.0,,85.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,82.0,,80.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,94.0,,90.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,94.0,,60.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,100.0,,70.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,100.0,,60.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,136.0,,80.0
118,mpm,economy,j,"p(Z=1|X=0, Y=1)",humans,numeric-only,collider,136.0,,85.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,82.0,,85.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,82.0,,80.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,94.0,,90.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,94.0,,60.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,100.0,,70.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,100.0,,60.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,136.0,,80.0
119,mpm,economy,j,"p(Z=1|Y=0, X=1)",humans,numeric-only,collider,136.0,,85.0
120,mpm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,82.0,,95.0
120,mpm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,94.0,,90.0
120,mpm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,100.0,,95.0
120,mpm,economy,k,"p(Z=1|X=1, Y=1)",humans,numeric-only,collider,136.0,,100.0
121,mmp,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,21.0,,90.0
121,mmp,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,21.0,,25.0
121,mmp,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,46.0,,70.0
121,mmp,economy,a,"p(X=1|Z=1, Y=1)",humans,numeric-only,collider,84.0,,100.0
122,mmp,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,21.0,,90.0
122,mmp,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,21.0,,25.0
122,mmp,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,46.0,,70.0
122,mmp,economy,a,"p(Y=1|Z=1, X=1)",humans,numeric-only,collider,84.0,,100.0
123,mmp,economy,b,p(X=1|Z=1),humans,numeric-only,collider,21.0,,85.0
123,mmp,economy,b,p(X=1|Z=1),humans,numeric-only,collider,21.0,,90.0
123,mmp,economy,b,p(X=1|Z=1),humans,numeric-only,collider,46.0,,75.0
123,mmp,economy,b,p(X=1|Z=1),humans,numeric-only,collider,84.0,,50.0
123,mmp,economy,b,p(X=1|Z=1),humans,numeric-only,collider,84.0,,70.0
124,mmp,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,21.0,,85.0
124,mmp,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,21.0,,90.0
124,mmp,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,46.0,,75.0
124,mmp,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,84.0,,50.0
124,mmp,economy,b,p(Y=1|Z=1),humans,numeric-only,collider,84.0,,70.0
125,mmp,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,21.0,,100.0
125,mmp,economy,c,"p(X=1|Z=1, Y=0)",humans,numeric-only,collider,21.0,,0.0
