id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,LLM-confidence,likelihood-rating,reasoning_type,RW17_label
229,pmm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
330,ppp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
69,pmm,economy,V,p(C1=1|C2=0),humans,,collider,40.0,,,27.5,Conditional Independence,e
170,ppp,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
110,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
389,pmm,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
69,pmm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
110,mpm,economy,V,p(C2=1|C1=0),humans,,collider,136.0,,,50.0,Conditional Independence,e
110,mpm,economy,V,p(C2=1|C1=0),humans,,collider,100.0,,,50.0,Conditional Independence,e
449,mmp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
230,pmm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,70.0,Conditional Independence,e
110,mpm,economy,V,p(C2=1|C1=0),humans,,collider,94.0,,,27.5,Conditional Independence,e
110,mpm,economy,V,p(C2=1|C1=0),humans,,collider,82.0,,,50.0,Conditional Independence,e
69,pmm,economy,V,p(C1=1|C2=0),humans,,collider,13.0,,,37.5,Conditional Independence,e
229,pmm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
109,mpm,economy,V,p(C1=1|C2=0),humans,,collider,136.0,,,50.0,Conditional Independence,e
109,mpm,economy,V,p(C1=1|C2=0),humans,,collider,100.0,,,50.0,Conditional Independence,e
109,mpm,economy,V,p(C1=1|C2=0),humans,,collider,94.0,,,27.5,Conditional Independence,e
109,mpm,economy,V,p(C1=1|C2=0),humans,,collider,82.0,,,50.0,Conditional Independence,e
330,ppp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
449,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
430,mpm,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
449,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
329,ppp,weather,V,p(C1=1|C2=0),humans,,collider,4.0,,,45.0,Conditional Independence,e
229,pmm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
229,pmm,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
230,pmm,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
389,pmm,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
129,mmp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
269,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Conditional Independence,e
330,ppp,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
229,pmm,sociology,V,p(C1=1|C2=0),humans,,collider,1.0,,,7.5,Conditional Independence,e
229,pmm,sociology,V,p(C1=1|C2=0),humans,,collider,28.0,,,32.5,Conditional Independence,e
229,pmm,sociology,V,p(C1=1|C2=0),humans,,collider,108.0,,,52.5,Conditional Independence,e
130,mmp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
229,pmm,sociology,V,p(C1=1|C2=0),humans,,collider,141.0,,,47.5,Conditional Independence,e
289,mmp,sociology,V,p(C1=1|C2=0),humans,,collider,39.0,,,50.0,Conditional Independence,e
289,mmp,sociology,V,p(C1=1|C2=0),humans,,collider,107.0,,,47.5,Conditional Independence,e
230,pmm,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,0.0,Conditional Independence,e
229,pmm,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
429,mpm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
430,mpm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
290,mmp,sociology,V,p(C2=1|C1=0),humans,,collider,137.0,,,42.5,Conditional Independence,e
289,mmp,sociology,V,p(C1=1|C2=0),humans,,collider,63.0,,,45.0,Conditional Independence,e
290,mmp,sociology,V,p(C2=1|C1=0),humans,,collider,107.0,,,47.5,Conditional Independence,e
169,ppp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
290,mmp,sociology,V,p(C2=1|C1=0),humans,,collider,63.0,,,45.0,Conditional Independence,e
290,mmp,sociology,V,p(C2=1|C1=0),humans,,collider,39.0,,,50.0,Conditional Independence,e
390,pmm,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
230,pmm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
289,mmp,sociology,V,p(C1=1|C2=0),humans,,collider,137.0,,,42.5,Conditional Independence,e
170,ppp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,60.0,Conditional Independence,e
269,mpm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
230,pmm,sociology,V,p(C2=1|C1=0),humans,,collider,1.0,,,7.5,Conditional Independence,e
230,pmm,sociology,V,p(C2=1|C1=0),humans,,collider,108.0,,,52.5,Conditional Independence,e
290,mmp,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
109,mpm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
110,mpm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
129,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
130,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
70,pmm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
69,pmm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Conditional Independence,e
449,mmp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
269,mpm,sociology,V,p(C1=1|C2=0),humans,,collider,71.0,,,50.0,Conditional Independence,e
269,mpm,sociology,V,p(C1=1|C2=0),humans,,collider,99.0,,,50.0,Conditional Independence,e
270,mpm,sociology,V,p(C2=1|C1=0),humans,,collider,71.0,,,50.0,Conditional Independence,e
270,mpm,sociology,V,p(C2=1|C1=0),humans,,collider,99.0,,,50.0,Conditional Independence,e
110,mpm,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
109,mpm,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
390,pmm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
389,pmm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
230,pmm,sociology,V,p(C2=1|C1=0),humans,,collider,28.0,,,32.5,Conditional Independence,e
269,mpm,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
449,mmp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
230,pmm,sociology,V,p(C2=1|C1=0),humans,,collider,141.0,,,47.5,Conditional Independence,e
169,ppp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
330,ppp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
269,mpm,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
129,mmp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
109,mpm,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
110,mpm,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
129,mmp,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
130,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
129,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
329,ppp,weather,V,p(C1=1|C2=0),humans,,collider,22.0,,,50.0,Conditional Independence,e
270,mpm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Conditional Independence,e
129,mmp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Conditional Independence,e
269,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Conditional Independence,e
389,pmm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
330,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
330,ppp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
390,pmm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
10,ppp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
230,pmm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,70.0,Conditional Independence,e
229,pmm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
70,pmm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Conditional Independence,e
329,ppp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
449,mmp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
330,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
269,mpm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
430,mpm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
429,mpm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
450,mmp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,60.0,Conditional Independence,e
129,mmp,economy,V,p(C1=1|C2=0),humans,,collider,21.0,,,45.0,Conditional Independence,e
129,mmp,economy,V,p(C1=1|C2=0),humans,,collider,46.0,,,50.0,Conditional Independence,e
129,mmp,economy,V,p(C1=1|C2=0),humans,,collider,84.0,,,25.0,Conditional Independence,e
130,mmp,economy,V,p(C2=1|C1=0),humans,,collider,21.0,,,45.0,Conditional Independence,e
130,mmp,economy,V,p(C2=1|C1=0),humans,,collider,46.0,,,50.0,Conditional Independence,e
130,mmp,economy,V,p(C2=1|C1=0),humans,,collider,84.0,,,25.0,Conditional Independence,e
229,pmm,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
449,mmp,weather,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
230,pmm,sociology,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,88.0,,,47.5,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,121.0,,,47.5,Conditional Independence,e
289,mmp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
170,ppp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,74.0,,,57.5,Conditional Independence,e
9,ppp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
430,mpm,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,0.0,Conditional Independence,e
429,mpm,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
109,mpm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
110,mpm,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
270,mpm,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
269,mpm,sociology,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
330,ppp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,38.0,,,25.0,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,10.0,,,57.5,Conditional Independence,e
389,pmm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
390,pmm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
430,mpm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
429,mpm,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
10,ppp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
9,ppp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
170,ppp,sociology,V,p(C2=1|C1=0),humans,,collider,29.0,,,50.0,Conditional Independence,e
290,mmp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,10.0,,,57.5,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,29.0,,,50.0,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,38.0,,,25.0,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,74.0,,,57.5,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,88.0,,,47.5,Conditional Independence,e
169,ppp,sociology,V,p(C1=1|C2=0),humans,,collider,121.0,,,47.5,Conditional Independence,e
449,mmp,weather,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
9,ppp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
110,mpm,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
130,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
430,mpm,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
450,mmp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
449,mmp,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
289,mmp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,75.0,50.0,Conditional Independence,e
290,mmp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
450,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
110,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
330,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
329,ppp,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
449,mmp,weather,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
389,pmm,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
129,mmp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
129,mmp,economy,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
110,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,50.0,Conditional Independence,e
449,mmp,weather,V,p(C1=1|C2=0),humans,,collider,57.0,,,75.0,Conditional Independence,e
449,mmp,weather,V,p(C1=1|C2=0),humans,,collider,33.0,,,50.0,Conditional Independence,e
9,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
10,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
390,pmm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
389,pmm,weather,V,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Conditional Independence,e
69,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
9,ppp,economy,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,50.0,Conditional Independence,e
449,mmp,weather,V,p(C1=1|C2=0),humans,,collider,3.0,,,10.0,Conditional Independence,e
269,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,80.0,Conditional Independence,e
270,mpm,sociology,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
69,pmm,economy,V,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Conditional Independence,e
429,mpm,weather,V,,claude-3-opus,numeric-certainty,collider,,0.0,20.0,50.0,Conditional Independence,e
109,mpm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
70,pmm,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
129,mmp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
130,mmp,economy,V,,gpt-4o,numeric-certainty,collider,,0.0,60.0,50.0,Conditional Independence,e
169,ppp,sociology,V,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,50.0,Conditional Independence,e
